time,pessure,tempF,alt_m,alt_f,kalman_alt_f,adxl335X,adxl335Y,adxl335Z,adxl377X,adxl377Y,angVelX,angVelY,angVelZ,Lat,Long,GPSAlt_mm,GPSAlt_f,Vel
2345911,77853,40.44,625.92,2053.5433728,629.81274,363,350,340,338,339,3.22,-0.34,-0.64,4.08863936E+08,-1.04636371E+09,2303665,2150.44420228722,-18.1796171571072
2347916,77957,40.43,614.81,2017.0932404,619.1327,364,348,340,338,340,6.25,0.31,-0.64,4.08864832E+08,-1.04636474E+09,2292533,2113.92189257593,-14.9957585858586
2348708,77991,40.42,611.19,2005.2165996,614.88257,348,317,340,339,339,-0.23,0.51,0.46,4.08865184E+08,-1.04636506E+09,2287943,2098.86283745782,-17.2061831111111
2348933,78002,40.42,610.01,2001.3452084,613.8827,344,329,340,338,339,2.47,0,0.22,4.0886528E+08,-1.04636512E+09,2286912,2095.48029152606,-16.6217623342175
2349310,78020,40.39,608.1,1995.078804,612.7027,313,344,340,340,340,0.98,-0.32,-0.49,4.08865376E+08,-1.04636531E+09,2284857,2088.73816554181,-17.6851324937028
2349707,78040,40.41,605.96,1988.0578064,610.3325,344,348,341,338,340,3.57,0.53,-0.12,4.08865664E+08,-1.0463655E+09,2282831,2082.09118391451,-12.5617747747748
2349929,78050,40.4,605.11,1985.2690924,609.22266,343,350,340,339,340,6.27,0.35,-0.77,4.0886576E+08,-1.04636557E+09,2281876,2078.95798181478,-10.6585664974619
2350126,78058,40.41,604.47,1983.1693548,608.2127,319,350,340,339,339,1.84,-0.43,-0.92,4.08865824E+08,-1.04636563E+09,2280917,2075.81165635546,-15.9878497461929
2350323,78061,40.41,603.51,1980.0197484,607.22284,304,356,340,339,339,-3.01,-0.42,-0.44,4.0886592E+08,-1.0463657E+09,2280086,2073.0852784027,-10.5514452261307
2350522,78075,40.4,602.87,1977.9200108,606.3327,332,362,340,339,340,1.06,-0.15,0.34,4.08866016E+08,-1.04636576E+09,2279182,2070.11939913761,-14.1672636363636
2350918,78085,40.4,601.16,1972.3097744,604.5826,401,319,341,337,339,-7.85,0.19,0.82,4.08866208E+08,-1.04636589E+09,2277386,2064.22701068617,-20.938024120603
2351117,78099,40.39,599.89,1968.1431076,603.6726,359,332,340,338,339,-18.28,-0.12,0,4.08866272E+08,-1.04636595E+09,2276477,2061.2447272216,-7.08925226130653
2351316,78103,40.38,599.46,1966.7323464,602.8527,356,356,340,338,340,-10.95,-0.2,1.2,4.08866368E+08,-1.04636602E+09,2275637,2058.48882170979,-10.6047353535354
2351514,78109,40.38,598.82,1964.6326088,602.0828,372,306,340,338,339,6.25,-0.18,0.24,4.08866432E+08,-1.04636614E+09,2274787,2055.70010779903,-15.0337225316456
2351909,78124,40.39,597.01,1958.6942884,600.5027,363,307,340,338,339,10.23,-0.85,1.16,4.08866624E+08,-1.04636634E+09,2272972,2049.74538338958,-11.6115239904988
2352330,78140,40.38,595.52,1953.8058368,598.90265,359,347,340,338,340,8.22,-0.52,-0.19,4.08866784E+08,-1.04636653E+09,2271016,2043.32806055493,-17.7297919191919
2352528,78148,40.38,594.45,1950.295338,598.09265,323,320,340,339,339,-13.4,-0.39,0.52,4.0886688E+08,-1.04636659E+09,2270164,2040.53278496438,-14.0844141414141
2352726,78156,40.38,593.6,1947.506624,597.2727,342,338,340,339,339,-7.98,-0.19,0.31,4.08866976E+08,-1.04636672E+09,2269284,2037.64564585677,-6.99468426395939
2352923,78172,40.38,593.18,1946.1286712,596.5228,343,314,340,338,339,5.5,-0.11,0.13,4.08867072E+08,-1.04636678E+09,2268573,2035.31296869142,-15.642823628692
2354108,78217,40.37,587.53,1927.5919252,591.2027,365,326,340,338,339,-3.63,0.99,0.44,4.0886752E+08,-1.04636704E+09,2262739,2016.17254874391,-12.9179696869852
2355322,78266,40.36,582.75,1911.90951,586.0527,325,329,340,339,339,-1.8,0.63,-0.88,4.08868064E+08,-1.04636742E+09,2257425,1998.73816554181,-28.3345272727273
2355520,78274,40.36,581.04,1906.2992736,585.1127,338,342,340,339,339,2.39,0.19,-0.55,4.0886816E+08,-1.04636742E+09,2256445,1995.5229424447,-14.0136381909548
2355719,78282,40.36,580.19,1903.5105596,584.18274,326,337,340,339,340,4.23,0.15,-0.4,4.08868256E+08,-1.04636749E+09,2255542,1992.5603440195,-14.3406143312102
2359487,78435,40.26,563.72,1849.4751248,574.6227,343,353,340,339,340,-0.09,-0.16,-0.24,4.08869024E+08,-1.046368E+09,2248464,1969.3385592426,-12.3097539452496
2360108,78461,40.3,561.39,1841.8307676,566.96265,339,348,340,339,340,0.21,0.15,-0.21,4.08870272E+08,-1.0463687E+09,2235878,1928.04590832396,-17.7297919191919
2360306,78465,40.3,560.32,1838.3202688,565.0426,336,350,340,339,339,-1,0.08,-0.18,4.08870336E+08,-1.04636877E+09,2235043,1925.30640701163,-6.92438592964824
2360505,78471,40.31,559.9,1836.942316,563.6127,326,339,340,339,339,-2.31,0.24,-0.25,4.088704E+08,-1.04636877E+09,2234201,1922.54393982003,-10.8384892857143
2360729,78478,40.3,559.16,1834.5144944,562.4527,320,324,340,339,339,-0.47,0.47,-0.2,4.08870496E+08,-1.04636883E+09,2233360,1919.78475346832,-15.008658105939
2365713,78699,40.27,536.36,1759.7113424,540.44257,324,336,340,339,339,-1.53,0.66,-0.43,4.08872064E+08,-1.04637005E+09,2209697,1842.15023903262,-15.0808281071836
2372729,79005,40.18,504.11,1653.9042524,511.0327,347,345,340,338,340,0.67,0.01,-0.19,4.0887536E+08,-1.04637171E+09,2176091,1731.89433352081,-6.95935757575758
2372927,79013,40.19,503.69,1652.5262996,509.1327,353,359,340,338,340,0.76,-0.31,-0.38,4.08875488E+08,-1.04637178E+09,2175085,1728.59380858643,-19.1244944723618
2373126,79029,40.19,502.53,1648.7205252,507.4027,332,358,340,339,340,-0.37,-0.17,-0.83,4.08875584E+08,-1.04637184E+09,2174020,1725.09971409824,-21.150592893401
2373323,79033,40.2,501.26,1644.5538584,505.8126,331,339,340,339,339,-0.3,0.46,-0.82,4.08875712E+08,-1.0463719E+09,2172933,1721.53344113236,-17.4867106598985
2373520,79039,40.2,500.21,1641.1089764,504.39267,323,334,340,339,339,-0.38,0.52,-0.37,4.08875808E+08,-1.04637197E+09,2171902,1718.1508952006,-17.4758311557789
2373719,79049,40.2,499.15,1637.631286,503.10263,321,362,340,339,340,0.63,-0.17,-0.17,4.08875936E+08,-1.04637203E+09,2170850,1714.69945163105,-17.5759285714286
2373915,79059,40.2,498.1,1634.186404,501.91272,348,371,340,339,340,3.2,-0.2,0.33,4.08876032E+08,-1.04637203E+09,2169811,1711.29065898013,-12.957661010101
2374905,79092,40.19,494.19,1621.3583196,497.31274,325,357,340,339,340,-6.82,-0.34,-0.89,4.08876544E+08,-1.04637222E+09,2165169,1696.06100018748,-6.151575
2375129,79102,40.19,493.77,1619.9803668,496.62268,361,320,340,338,339,-0.41,1.74,-1.11,4.0887664E+08,-1.04637222E+09,2164460,1693.73488470191,-14.0232475428571
2376879,79169,40.11,486.29,1595.4396836,493.0226,345,358,340,339,340,-7.51,0.15,0.47,4.08876992E+08,-1.04637235E+09,2161837,1685.1292416573,-8.30092048192771
2377128,79175,40.12,485.66,1593.3727544,491.5427,337,341,340,339,339,-5.96,-0.44,-0.18,4.08877536E+08,-1.04637242E+09,2156316,1667.01572459693,-9.97552702702703
2377720,79194,40.15,483.86,1587.4672424,487.82263,324,336,340,339,339,1.39,0.6,0,4.08877728E+08,-1.04637242E+09,2154493,1661.03475346832,-17.3109648241206
2377919,79204,40.15,482.81,1584.0223604,486.72275,333,342,340,339,339,2.79,0.48,0.05,4.08877792E+08,-1.04637242E+09,2153902,1659.09577709037,-10.3865788944724
2378118,79208,40.15,482.18,1581.9554312,485.7527,347,349,340,338,340,3.84,0.3,0.29,4.08877856E+08,-1.04637242E+09,2153310,1657.15351987252,-11.3503808080808
2378910,79236,40.14,479.44,1572.9659296,482.49268,342,343,340,339,340,1.63,-0.09,-0.67,4.08878112E+08,-1.04637242E+09,2150545,1648.08199756281,-10.334646
2379110,79242,40.15,478.81,1570.8990004,481.80267,368,337,340,338,340,1.94,-0.29,-1.03,4.08878176E+08,-1.04637242E+09,2149708,1645.33593457068,-11.7914733705773
2380721,79299,40.13,473.02,1551.9029368,476.51276,348,335,340,338,340,4.3,0.24,-0.02,4.08878624E+08,-1.04637242E+09,2144335,1627.70798181478,-14.1559086294416
2380918,79306,40.13,472.17,1549.1142228,475.7726,353,350,340,338,339,2,-0.32,-0.2,4.08878688E+08,-1.04637242E+09,2143603,1625.30640701163,-8.61634747474747
2381116,79310,40.13,471.65,1547.408186,475.0627,323,358,340,339,340,-1.8,-0.69,-0.48,4.0887872E+08,-1.04637242E+09,2142849,1622.83265373079,-13.779528
2381316,79316,40.13,470.81,1544.6522804,474.33276,319,358,340,339,340,-1.12,-0.11,-0.68,4.08878752E+08,-1.04637242E+09,2142112,1620.41467472816,-6.99468426395939
2381513,79322,40.13,470.39,1543.2743276,473.65274,334,346,340,339,340,2.29,0.35,-0.17,4.08878784E+08,-1.04637242E+09,2141369,1617.97701068617,-14.0844141414141
2381711,79326,40.13,469.54,1540.4856136,472.94272,338,335,340,339,339,1.75,0.56,0.09,4.08878848E+08,-1.04637248E+09,2140536,1615.24407105362,-10.334646
2381911,79336,40.13,468.91,1538.4186844,472.25262,335,342,340,339,339,-1.25,0.14,0.24,4.0887888E+08,-1.04637248E+09,2139706,1612.52097394076,-24.3577515151515
2382109,79348,40.13,467.44,1533.5958496,471.42273,331,357,340,339,340,-0.97,-0.35,0.09,4.08878912E+08,-1.04637254E+09,2138850,1609.71257499063,-10.3865788944724
2382308,79356,40.12,466.81,1531.5289204,470.61267,343,351,340,339,339,1.28,-0.13,0.1,4.08878944E+08,-1.04637254E+09,2138016,1606.97635451819,-12.2001085427136
2382507,79363,40.12,466.07,1529.1010988,469.8027,346,335,340,339,339,1.77,0.35,0.08,4.08879008E+08,-1.04637254E+09,2137126,1604.05640701163,-15.4479013452915
2382730,79371,40.12,465.02,1525.6562168,468.94263,351,344,340,339,339,-1.19,0.03,-0.05,4.0887904E+08,-1.04637261E+09,2136301,1601.34971409824,-14.0607428571429
2382926,79381,40.12,464.18,1522.9003112,468.07266,339,353,340,339,340,-1.53,-0.36,-0.58,4.08879072E+08,-1.04637261E+09,2135484,1598.66926790401,-13.0737129886507
2383719,79409,40.12,461.02,1512.5328568,464.7126,351,365,340,339,340,-0.39,0.07,-0.02,4.08879232E+08,-1.04637274E+09,2132102,1587.57346737908,-11.81519582198
2388123,79560,40.09,445.16,1460.4987344,448.43262,329,378,340,339,340,7.17,0.57,-2.74,4.08880768E+08,-1.04637389E+09,2115545,1533.25260123735,-6.95935757575758
2388321,79562,40.09,444.74,1459.1207816,447.82272,305,335,340,339,339,-3.72,0.2,-1.97,4.08880832E+08,-1.04637395E+09,2114790,1530.77556711661,-3.4973421319797
2388518,79570,40.09,444.53,1458.4318052,447.2827,300,327,340,340,339,-2.99,1.04,-0.21,4.08880864E+08,-1.04637402E+09,2114112,1528.55115766779,-17.3109648241206
2388717,79580,40.08,443.48,1454.9869232,446.66272,306,347,340,339,340,1.67,0.51,0.46,4.08880896E+08,-1.04637414E+09,2113426,1526.30050149982,-7.76723800524934
2392527,79660,40.05,434.46,1425.3937464,437.0228,330,305,340,339,338,-5.52,1.54,-0.28,4.08881696E+08,-1.0463767E+09,2103976,1495.29656449194,-10.4390363636364
2392725,79670,40.06,433.83,1423.3268172,436.58267,388,349,340,338,340,-1.54,0.12,1.65,4.0888176E+08,-1.04637683E+09,2103459,1493.60037026622,-3.46219296482412
2392924,79668,40.05,433.62,1422.6378408,436.17282,334,366,340,339,340,-5.11,-1.52,0.6,4.08881824E+08,-1.04637696E+09,2102953,1491.94026527934,-13.9893685279188
2393121,79680,40.04,432.78,1419.8819352,435.70276,337,338,340,339,339,0.83,0.25,-0.99,4.08881856E+08,-1.04637709E+09,2102471,1490.35890044995,-10.3301007556675
2393518,79690,40.04,431.53,1415.7808852,434.66272,349,341,340,338,340,7.28,-0.6,-0.36,4.08881952E+08,-1.04637734E+09,2101300,1486.51703693289,-10.4390363636364
2393716,79704,40.04,430.9,1413.713956,434.12277,322,328,340,339,339,8.56,0.8,0.27,4.08881984E+08,-1.04637747E+09,2100632,1484.32543588302,-13.9187151515152
2393914,79708,40.05,430.06,1410.9580504,433.5227,316,326,340,339,339,2.95,0.42,-0.23,4.08882048E+08,-1.0463776E+09,2099933,1482.0321287964,-13.0593236710963
2398730,79887,39.95,410.89,1348.0643476,418.26273,358,327,340,338,339,1.3,0.41,-0.28,4.08882944E+08,-1.04638016E+09,2080311,1417.65548837646,-6.82814416243655
2398927,79893,39.97,410.48,1346.7192032,416.65262,339,345,341,339,339,-1.2,0.02,0.17,4.08883488E+08,-1.04638029E+09,2079446,1414.81756186727,-13.9187151515152
2399125,79899,39.99,409.64,1343.9632976,415.07266,315,364,340,339,340,-1.7,-0.32,-0.67,4.08883584E+08,-1.04638042E+09,2078581,1411.97963535808,-13.2559191919192
2399719,79922,40,407.24,1336.0892816,411.05273,330,319,340,339,339,-0.74,0.55,-0.43,4.0888384E+08,-1.04638074E+09,2076060,1403.70863798275,-6.92438592964824
2399918,79932,39.99,406.82,1334.7113288,410.09262,330,348,340,339,340,-2.33,-0.36,0.09,4.08883904E+08,-1.04638086E+09,2075151,1400.72635451819,-20.9840527918782
2400115,79938,40,405.56,1330.5774704,409.1127,333,377,340,339,340,-1.15,-0.94,0.01,4.08884E+08,-1.04638099E+09,2074275,1397.85233877016,-17.3109648241206
2400314,79948,39.99,404.51,1327.1325884,408.14264,347,354,340,339,340,-0.18,-0.18,0.25,4.08884064E+08,-1.04638112E+09,2073442,1395.11939913761,-17.2326949494949
2400512,79960,39.99,403.47,1323.7205148,407.1827,354,341,340,338,339,-1.95,0.6,0.26,4.08884128E+08,-1.04638125E+09,2072641,1392.49144638171,-13.0638436281179
2402717,80046,39.98,394.69,1294.9147396,398.43265,327,341,340,339,339,-3.51,-0.3,0.76,4.08884768E+08,-1.04638253E+09,2063416,1362.22569835021,-14.1396471380471
2403905,80093,39.97,389.57,1278.1168388,393.13272,352,352,340,338,340,5.78,-0.74,0.01,4.08885184E+08,-1.04638323E+09,2058219,1345.17517341583,-12.1566839285714
2404129,80103,39.97,388.74,1275.3937416,392.3027,327,326,340,339,339,-1.82,-0.13,-0.32,4.08885248E+08,-1.04638336E+09,2057265,1342.04525215598,-13.9893685279188
2404326,80111,39.97,387.9,1272.637836,391.48267,327,339,340,339,339,-0.81,0.35,-0.61,4.08885344E+08,-1.04638349E+09,2056356,1339.06296869142,-17.1460984924623
2404525,80119,39.97,386.86,1269.2257624,390.62268,343,352,340,339,339,4.13,-0.02,-0.34,4.0888544E+08,-1.04638362E+09,2055363,1335.80509467567,-17.3201705583756
2404722,80129,39.97,385.82,1265.8136888,389.72263,328,337,340,339,339,1.14,0.26,-0.23,4.08885504E+08,-1.04638374E+09,2054398,1332.63908417698,-6.95935757575758
2404920,80141,39.97,385.4,1264.435736,388.9027,317,326,340,339,339,-1.44,0.42,-0.27,4.088856E+08,-1.04638387E+09,2053434,1329.47635451819,-14.9098902834008
2405908,80178,39.97,380.91,1249.7047644,384.58267,322,340,340,339,340,-2.19,-0.46,-0.35,4.08886048E+08,-1.04638451E+09,2048786,1314.22701068617,-15.5017035598706
2406526,80204,39.96,377.99,1240.1247116,381.97266,333,337,340,339,339,0.63,0.04,-0.16,4.08886336E+08,-1.0463849E+09,2045980,1305.02097394076,-24.1920525252525
2406724,80218,39.95,376.53,1235.3346852,380.9427,331,350,340,339,340,-0.58,-0.31,-0.26,4.08886432E+08,-1.04638502E+09,2045051,1301.97307367829,-8.57304924623116
2406923,80227,39.95,376.01,1233.6286484,379.9827,342,360,340,339,340,0.85,-0.39,-0.23,4.08886496E+08,-1.04638515E+09,2044116,1298.90548837646,-17.3201705583756
2407120,80231,39.95,374.97,1230.2165748,379.00266,338,345,340,339,340,1.65,0.08,-0.22,4.08886592E+08,-1.04638528E+09,2043147,1295.72635451819,-13.9187151515152
2407318,80243,39.95,374.13,1227.4606692,378.04272,325,335,340,339,339,-1.71,0.3,-0.27,4.08886688E+08,-1.04638547E+09,2042203,1292.6292416573,-13.7530161616162
2407516,80249,39.95,373.3,1224.737572,377.10266,331,355,340,339,340,-0.32,0.04,-0.2,4.08886752E+08,-1.0463856E+09,2041273,1289.57806055493,-13.8228284263959
2407713,80253,39.95,372.47,1222.0144748,376.1927,348,365,340,339,340,1.59,-0.16,0.12,4.08886848E+08,-1.04638573E+09,2040339,1286.51375609299,-13.779528
2407913,80265,39.95,371.63,1219.2585692,375.3027,342,355,340,339,340,-0.52,0.2,0.05,4.08886912E+08,-1.04638592E+09,2039331,1283.20666947882,-13.6839055276382
2408112,80275,39.94,370.8,1216.535472,374.42264,332,335,340,339,339,-1.43,0.58,-0.19,4.08886976E+08,-1.04638605E+09,2038285,1279.77491094863,-12.1574274111675
2408309,80280,39.94,370.07,1214.1404588,373.58264,331,324,340,339,339,-0.86,0.49,-0.16,4.08887072E+08,-1.04638618E+09,2037303,1276.55312617173,-21.2890062222222
2408534,80294,39.93,368.61,1209.3504324,372.64267,337,340,340,339,339,0.5,-0.22,-0.04,4.08887136E+08,-1.04638637E+09,2036433,1273.69879546307,-10.5455571428571
2408730,80300,39.94,367.98,1207.2835032,371.74274,344,355,340,338,340,0.12,-0.85,0.1,4.088872E+08,-1.0463865E+09,2035560,1270.83462223472,-17.2326949494949
2408928,80308,39.94,366.94,1203.8714296,370.82275,356,349,340,338,340,2,-0.37,0.01,4.08887264E+08,-1.04638662E+09,2034832,1268.44617079115,-13.8228284263959
2409125,80316,39.94,366.11,1201.1483324,369.91272,339,339,340,339,339,1.64,0.12,-0.45,4.08887328E+08,-1.04638682E+09,2033930,1265.48685320585,-15.5364715365239
2409522,80332,39.93,364.23,1194.9803532,368.13272,359,347,340,338,340,3.06,-0.12,-0.07,4.08887424E+08,-1.04638714E+09,2032007,1259.17779808774,-8.66008527918782
2409719,80339,39.94,363.71,1193.2743164,367.2827,356,354,340,339,340,-0.75,-0.06,0.01,4.08887488E+08,-1.04638726E+09,2031107,1256.22504218223,-17.3201705583756
2409916,80353,39.93,362.67,1189.8622428,366.4029,351,358,340,339,340,-3.6,0.26,-0.31,4.08887552E+08,-1.04638746E+09,2030117,1252.97701068617,-17.317817123857
2411119,80410,39.87,356.32,1169.0289088,364.48267,335,352,340,339,340,-4.28,0.32,0.13,4.08887616E+08,-1.04638746E+09,2024016,1232.96060648669,-17.1460984924623
2411318,80422,39.89,355.28,1165.6168352,362.42273,337,337,340,339,340,0.63,0.43,-0.16,4.08887936E+08,-1.04638835E+09,2022934,1229.41073772029,-13.8933530612245
2411514,80430,39.9,354.45,1162.893738,360.45267,344,334,340,339,339,0.53,0.32,-0.18,4.08888E+08,-1.04638848E+09,2021848,1225.8477455943,-20.7123737373737
2411712,80436,39.91,353.2,1158.792688,358.58267,342,345,340,339,340,-0.9,-0.12,-0.28,4.08888064E+08,-1.04638861E+09,2020780,1222.34380858643,-10.2733373737374
2411910,80449,39.91,352.58,1156.7585672,357.02264,328,352,340,339,339,-1.06,-0.25,-0.65,4.08888096E+08,-1.0463888E+09,2019503,1218.1541760405,-18.5810606635071
2412332,80469,39.91,350.19,1148.9173596,354.27274,323,335,340,339,339,-0.1,0.24,-0.44,4.08888224E+08,-1.04638906E+09,2017346,1211.07740438695,-10.5455571428571
2412528,80479,39.91,349.56,1146.8504304,353.14273,320,342,340,339,340,-0.1,-0.09,-0.22,4.08888288E+08,-1.04638918E+09,2016147,1207.14367735283,-27.5060323232323
2412726,80491,39.91,347.9,1141.404236,351.94272,328,360,340,339,340,1.07,-0.32,0.11,4.08888352E+08,-1.04638938E+09,2015024,1203.45929415073,-15.6151372151899
2413121,80509,39.91,346.02,1135.2362568,349.7927,317,330,340,339,339,-2.57,0.33,0.01,4.08888512E+08,-1.04638963E+09,2012689,1195.79853299588,-15.4652390572391
2413715,80540,39.91,343.22,1126.0499048,346.91266,319,341,340,339,340,1.36,0.25,-0.43,4.08888768E+08,-1.04639002E+09,2009436,1185.1259608174,-17.5407636902557
2419113,80816,39.87,314.36,1031.3648624,318.2628,323,318,340,339,339,0.92,0.74,-0.08,4.08891136E+08,-1.04639296E+09,1979841,1088.02950412449,-17.1536304568528
2419310,80826,39.87,313.33,1027.9855972,317.29263,334,333,340,339,339,-0.7,-0.27,0.43,4.08891232E+08,-1.04639302E+09,1978772,1084.52228627672,-14.5949132352941
2420126,80863,39.87,309.7,1016.076148,313.57266,333,329,340,339,339,-0.93,-0.24,-0.84,4.0889152E+08,-1.04639334E+09,1974615,1070.88383483315,-14.8078181208054
2420722,80889,39.87,307.01,1007.2506884,310.79276,353,353,340,338,340,-0.97,-0.74,-0.43,4.08891776E+08,-1.04639354E+09,1971346,1060.15876921635,-22.3693636363636
2420920,80900,39.86,305.66,1002.8215544,309.79276,343,347,340,339,340,0.78,-0.03,-1.42,4.0889184E+08,-1.0463936E+09,1970312,1056.76638076491,-10.2733373737374
2421118,80910,39.87,305.04,1000.7874336,308.8527,358,352,341,338,340,6.49,-0.14,-1.46,4.08891904E+08,-1.0463936E+09,1969275,1053.36414979378,-24.0263535353535
2421316,80920,39.86,303.59,996.0302156,307.81274,350,354,340,339,339,8.69,-0.51,-0.66,4.08891968E+08,-1.04639366E+09,1968117,1049.56493719535,-17.1460984924623
2421515,80928,39.87,302.55,992.618142,306.76263,332,334,340,339,339,1.64,-0.17,-0.38,4.08892032E+08,-1.04639366E+09,1966965,1045.7854096363,-17.1536304568528
2421712,80936,39.86,301.52,989.2388768,305.7027,340,325,340,339,339,-2.35,0.04,-0.34,4.08892096E+08,-1.04639373E+09,1965797,1041.95338863892,-15.4100060606061
2421910,80949,39.86,300.59,986.1876956,304.66272,348,333,340,339,339,-1.99,-0.23,-0.17,4.0889216E+08,-1.04639373E+09,1964646,1038.17714191976,-21.2375803571429
2422134,80969,39.86,299.14,981.4304776,303.5327,356,335,340,338,339,1.09,-0.28,-0.45,4.08892192E+08,-1.04639373E+09,1963492,1034.39105268092,-24.0263535353535
2422332,80975,39.86,297.69,976.6732596,302.32275,346,348,340,339,340,5.83,-0.31,-0.85,4.08892224E+08,-1.04639373E+09,1962319,1030.54262748407,-20.4434251256281
